deal_id,company,contact_name,stage,deal_value,probability_pct,sales_rep,created_date,expected_close_date,lead_source,industry,days_in_stage,weighted_value
DEAL-5409,Company_83,Contact_292,MQL,387727.49,65,Rep_13,2024-11-27,2024-09-06,Event,Retail,83,252022.87
DEAL-5410,Company_67,Contact_108,Proposal,483927.94,82,Rep_15,2024-10-25,2024-05-11,Website,Finance,55,396820.91
DEAL-5411,Company_84,Contact_189,Lead,294350.96,18,Rep_7,2024-12-06,2025-03-19,Partner,Logistics,75,52983.17
DEAL-5412,Company_188,Contact_245,Closed Won,452635.21,10,Rep_8,2024-12-19,2024-05-24,Email Campaign,Healthcare,59,45263.52
DEAL-5413,Company_78,Contact_68,SQL,322737.22,20,Rep_9,2024-09-30,2024-03-02,Website,Retail,65,64547.44
DEAL-5414,Company_112,Contact_68,Opportunity,94963.45,73,Rep_3,2024-06-29,2024-08-04,Cold Call,Logistics,22,69323.32
DEAL-5415,Company_178,Contact_117,SQL,400657.55,50,Rep_4,2024-04-22,2025-04-03,Referral,Technology,88,200328.78
DEAL-5416,Company_4,Contact_108,Opportunity,348380.82,31,Rep_5,2024-07-28,2025-03-04,Website,Finance,17,107998.05
DEAL-5417,Company_107,Contact_225,Proposal,489080.19,77,Rep_13,2024-10-30,2024-07-28,Website,Logistics,62,376591.75
DEAL-5418,Company_141,Contact_280,Negotiation,125498.83,6,Rep_7,2024-10-02,2024-11-08,Event,Healthcare,55,7529.93
DEAL-5419,Company_180,Contact_47,Negotiation,169897.13,21,Rep_11,2024-07-09,2025-06-11,Partner,Retail,9,35678.4
DEAL-5420,Company_13,Contact_98,Closed Lost,411638.06,49,Rep_3,2024-01-28,2025-02-14,Email Campaign,Retail,69,201702.65
DEAL-5421,Company_145,Contact_279,MQL,36130.35,91,Rep_15,2024-04-09,2025-03-05,Event,Logistics,7,32878.62
DEAL-5422,Company_160,Contact_178,Closed Won,318433.88,76,Rep_14,2024-07-30,2024-04-12,Website,Retail,46,242009.75
DEAL-5423,Company_70,Contact_62,Proposal,270060.65,69,Rep_8,2024-05-21,2024-06-26,Referral,Healthcare,73,186341.85
DEAL-5424,Company_149,Contact_181,SQL,88566.83,72,Rep_4,2024-06-15,2024-04-20,Website,Technology,12,63768.12
DEAL-5425,Company_99,Contact_262,Closed Lost,86735.25,34,Rep_15,2024-04-20,2025-06-20,Partner,Healthcare,33,29489.98
DEAL-5426,Company_131,Contact_112,Negotiation,406047.82,47,Rep_13,2024-01-28,2024-08-14,Event,Retail,46,190842.48
DEAL-5427,Company_78,Contact_145,MQL,12645.35,89,Rep_8,2024-06-19,2024-10-30,Partner,Manufacturing,83,11254.36
DEAL-5428,Company_36,Contact_184,MQL,374686.51,74,Rep_5,2024-06-11,2024-11-24,Partner,Manufacturing,34,277268.02
DEAL-5429,Company_165,Contact_252,Negotiation,367670.28,61,Rep_10,2024-10-12,2024-11-10,Referral,Manufacturing,11,224278.87
DEAL-5430,Company_44,Contact_169,Negotiation,326591.59,12,Rep_6,2024-02-11,2024-03-26,Email Campaign,Healthcare,12,39190.99
DEAL-5431,Company_38,Contact_287,Lead,207711.24,74,Rep_11,2024-06-26,2025-05-17,Email Campaign,Technology,18,153706.32
DEAL-5432,Company_177,Contact_226,Negotiation,19018.74,39,Rep_13,2024-11-08,2024-09-02,Event,Finance,78,7417.31
DEAL-5433,Company_187,Contact_127,Proposal,401879.45,41,Rep_8,2024-04-08,2025-05-22,Event,Healthcare,69,164770.57
DEAL-5434,Company_122,Contact_146,Closed Lost,67225.07,69,Rep_1,2024-04-25,2025-03-08,Cold Call,Logistics,38,46385.3
DEAL-5435,Company_116,Contact_209,Negotiation,143989.8,42,Rep_9,2024-02-01,2025-02-03,Website,Manufacturing,76,60475.72
DEAL-5436,Company_72,Contact_22,Closed Lost,473657.55,59,Rep_13,2024-07-29,2025-02-06,Partner,Logistics,82,279457.95
DEAL-5437,Company_122,Contact_68,Lead,154421.21,6,Rep_4,2024-11-09,2025-06-20,Event,Logistics,78,9265.27
DEAL-5438,Company_122,Contact_72,Closed Won,131293.88,22,Rep_15,2024-06-25,2024-07-26,Partner,Technology,1,28884.65
DEAL-5439,Company_103,Contact_240,SQL,486818.42,56,Rep_6,2024-06-01,2024-08-08,Referral,Technology,9,272618.32
DEAL-5440,Company_131,Contact_246,Proposal,47536.44,95,Rep_11,2024-10-01,2025-01-21,Website,Retail,65,45159.62
DEAL-5441,Company_111,Contact_246,Closed Lost,84541.74,77,Rep_11,2024-06-10,2024-06-22,Partner,Finance,34,65097.14
DEAL-5442,Company_175,Contact_32,Closed Won,221967.17,44,Rep_3,2024-05-25,2025-03-27,Event,Logistics,15,97665.55
DEAL-5443,Company_133,Contact_89,MQL,394898.2,97,Rep_1,2024-10-06,2024-03-15,Partner,Healthcare,58,383051.25
DEAL-5444,Company_77,Contact_94,MQL,442757.67,31,Rep_15,2024-04-13,2025-05-11,Cold Call,Technology,32,137254.88
DEAL-5445,Company_131,Contact_8,Negotiation,379039.68,89,Rep_11,2024-11-06,2024-08-16,Partner,Finance,82,337345.32
DEAL-5446,Company_46,Contact_78,Closed Lost,488206.64,43,Rep_10,2024-04-08,2024-03-03,Referral,Healthcare,52,209928.86
DEAL-5447,Company_43,Contact_129,Proposal,13338.84,13,Rep_5,2024-07-06,2024-12-19,Event,Technology,22,1734.05
DEAL-5448,Company_165,Contact_265,Lead,311655.74,5,Rep_2,2024-04-01,2024-07-13,Cold Call,Finance,84,15582.79
DEAL-5449,Company_116,Contact_51,MQL,62591.37,98,Rep_5,2024-08-19,2024-07-27,Website,Retail,54,61339.54
DEAL-5450,Company_11,Contact_258,Negotiation,455629.56,66,Rep_9,2024-06-07,2024-10-21,Event,Logistics,27,300715.51
DEAL-5451,Company_71,Contact_245,Negotiation,467977.07,19,Rep_11,2024-03-28,2024-12-08,Cold Call,Retail,13,88915.64
DEAL-5452,Company_196,Contact_48,Closed Lost,154998.97,99,Rep_5,2024-09-29,2024-05-06,Website,Technology,50,153448.98
DEAL-5453,Company_127,Contact_79,Proposal,414715.72,8,Rep_4,2024-12-08,2024-03-24,Event,Healthcare,67,33177.26
DEAL-5454,Company_173,Contact_138,Opportunity,316986.41,36,Rep_4,2024-01-11,2024-10-11,Event,Manufacturing,75,114115.11
DEAL-5455,Company_110,Contact_283,Lead,54741.95,76,Rep_15,2024-07-26,2024-08-20,Referral,Healthcare,12,41603.88
DEAL-5456,Company_9,Contact_235,Closed Won,303370.24,10,Rep_10,2024-09-19,2024-12-09,Partner,Retail,39,30337.02
DEAL-5457,Company_36,Contact_291,Closed Lost,488148.23,91,Rep_15,2024-09-20,2025-02-28,Event,Logistics,89,444214.89
DEAL-5458,Company_19,Contact_94,Lead,157506.55,69,Rep_1,2024-03-21,2024-12-25,Website,Technology,59,108679.52
DEAL-5459,Company_147,Contact_272,Opportunity,5564.68,95,Rep_7,2024-02-11,2024-04-20,Cold Call,Healthcare,9,5286.45
DEAL-5460,Company_151,Contact_286,SQL,488511.88,84,Rep_7,2024-07-06,2025-06-29,Partner,Retail,82,410349.98
DEAL-5461,Company_91,Contact_180,Negotiation,209921.79,83,Rep_7,2024-08-21,2025-02-12,Referral,Manufacturing,61,174235.09
DEAL-5462,Company_145,Contact_47,Closed Won,218311.72,26,Rep_6,2024-04-15,2024-03-24,Partner,Logistics,41,56761.05
DEAL-5463,Company_110,Contact_80,MQL,357743.0,24,Rep_2,2024-05-15,2025-03-07,Email Campaign,Finance,70,85858.32
DEAL-5464,Company_148,Contact_39,Closed Lost,304170.77,28,Rep_1,2024-07-13,2025-05-03,Event,Healthcare,58,85167.82
DEAL-5465,Company_134,Contact_242,MQL,154483.37,19,Rep_12,2024-06-13,2024-12-02,Event,Manufacturing,23,29351.84
DEAL-5466,Company_91,Contact_94,Closed Won,54489.05,68,Rep_7,2024-06-25,2025-04-10,Email Campaign,Logistics,71,37052.55
DEAL-5467,Company_130,Contact_210,Negotiation,414544.45,10,Rep_3,2024-09-06,2025-05-06,Email Campaign,Manufacturing,23,41454.44
DEAL-5468,Company_64,Contact_80,MQL,244271.7,45,Rep_6,2024-12-26,2025-06-13,Email Campaign,Manufacturing,21,109922.26
DEAL-5469,Company_150,Contact_293,Negotiation,337874.78,60,Rep_14,2024-10-18,2025-06-08,Email Campaign,Finance,54,202724.87
DEAL-5470,Company_182,Contact_232,SQL,430949.83,56,Rep_8,2024-01-04,2024-06-03,Event,Healthcare,2,241331.9
DEAL-5471,Company_42,Contact_113,SQL,13772.58,51,Rep_15,2024-05-07,2024-03-17,Cold Call,Retail,57,7024.02
DEAL-5472,Company_133,Contact_143,Lead,430395.71,26,Rep_3,2024-01-04,2025-01-12,Cold Call,Finance,50,111902.88
DEAL-5473,Company_22,Contact_18,Negotiation,377138.65,15,Rep_2,2024-11-15,2025-01-25,Event,Manufacturing,65,56570.8
DEAL-5474,Company_76,Contact_41,Closed Won,473676.77,98,Rep_9,2024-08-23,2024-12-03,Event,Retail,15,464203.23
DEAL-5475,Company_134,Contact_299,Proposal,120627.45,49,Rep_11,2024-03-21,2024-06-24,Email Campaign,Healthcare,52,59107.45
DEAL-5476,Company_56,Contact_244,Closed Won,164599.06,61,Rep_15,2024-11-03,2025-06-06,Cold Call,Healthcare,40,100405.43
DEAL-5477,Company_47,Contact_251,SQL,332431.98,58,Rep_7,2024-07-25,2024-09-15,Email Campaign,Manufacturing,16,192810.55
DEAL-5478,Company_77,Contact_193,Proposal,463267.53,40,Rep_4,2024-01-19,2025-02-25,Email Campaign,Healthcare,41,185307.01
DEAL-5479,Company_23,Contact_67,Closed Won,496371.33,73,Rep_9,2024-02-25,2024-12-29,Cold Call,Finance,83,362351.07
DEAL-5480,Company_125,Contact_32,Opportunity,211285.14,40,Rep_5,2024-10-23,2025-05-11,Referral,Healthcare,74,84514.06
DEAL-5481,Company_27,Contact_217,Proposal,271918.69,44,Rep_3,2024-04-15,2025-02-10,Email Campaign,Healthcare,15,119644.22
DEAL-5482,Company_67,Contact_100,MQL,89422.75,81,Rep_2,2024-07-10,2025-01-04,Cold Call,Retail,76,72432.43
DEAL-5483,Company_63,Contact_1,Proposal,348517.81,35,Rep_11,2024-11-23,2025-04-14,Website,Logistics,51,121981.23
DEAL-5484,Company_193,Contact_7,Closed Won,419498.36,71,Rep_10,2024-04-15,2024-03-27,Partner,Healthcare,5,297843.84
DEAL-5485,Company_198,Contact_167,Closed Won,400331.41,68,Rep_3,2024-01-05,2025-02-07,Event,Finance,82,272225.36
DEAL-5486,Company_16,Contact_252,SQL,176192.31,7,Rep_9,2024-01-31,2024-12-11,Website,Logistics,47,12333.46
DEAL-5487,Company_32,Contact_109,Proposal,481815.69,70,Rep_14,2024-12-01,2025-03-14,Referral,Technology,82,337270.98
DEAL-5488,Company_146,Contact_299,Proposal,64571.56,81,Rep_13,2024-08-07,2024-06-18,Email Campaign,Logistics,9,52302.96
DEAL-5489,Company_60,Contact_115,Closed Lost,249515.16,30,Rep_7,2024-04-30,2024-12-17,Partner,Technology,15,74854.55
DEAL-5490,Company_129,Contact_220,Closed Won,279525.58,91,Rep_1,2024-01-29,2024-07-17,Cold Call,Healthcare,81,254368.28
DEAL-5491,Company_184,Contact_74,Closed Won,270574.36,6,Rep_10,2024-09-11,2024-04-27,Event,Logistics,22,16234.46
DEAL-5492,Company_33,Contact_182,Closed Won,380155.94,22,Rep_8,2024-01-15,2024-12-06,Website,Technology,49,83634.31
DEAL-5493,Company_192,Contact_83,SQL,306755.58,94,Rep_14,2024-02-03,2024-03-11,Email Campaign,Technology,54,288350.25
DEAL-5494,Company_11,Contact_233,Opportunity,43179.07,86,Rep_9,2024-08-05,2024-04-15,Event,Retail,85,37134.0
DEAL-5495,Company_46,Contact_136,Opportunity,94026.57,76,Rep_12,2024-08-22,2024-11-14,Partner,Finance,31,71460.19
DEAL-5496,Company_102,Contact_13,Opportunity,268458.32,62,Rep_8,2024-07-27,2025-05-12,Referral,Technology,68,166444.16
DEAL-5497,Company_176,Contact_75,Closed Lost,348801.06,24,Rep_9,2024-11-28,2025-02-12,Event,Manufacturing,66,83712.25
DEAL-5498,Company_111,Contact_106,Closed Lost,259516.39,51,Rep_5,2024-04-08,2024-03-08,Website,Logistics,63,132353.36
DEAL-5499,Company_28,Contact_140,Closed Lost,180976.35,58,Rep_7,2024-07-22,2024-04-23,Website,Manufacturing,47,104966.28
DEAL-5500,Company_50,Contact_81,Proposal,30311.61,13,Rep_5,2024-04-22,2024-09-26,Partner,Logistics,7,3940.51
DEAL-5501,Company_152,Contact_173,MQL,394011.05,61,Rep_7,2024-05-12,2024-09-26,Event,Retail,24,240346.74
DEAL-5502,Company_112,Contact_289,MQL,251111.15,13,Rep_15,2024-02-25,2024-03-20,Referral,Retail,50,32644.45
DEAL-5503,Company_3,Contact_213,SQL,271700.62,16,Rep_6,2024-10-17,2024-07-03,Partner,Logistics,37,43472.1
DEAL-5504,Company_100,Contact_94,Negotiation,237134.28,21,Rep_7,2024-09-14,2024-05-01,Partner,Retail,17,49798.2
DEAL-5505,Company_81,Contact_203,SQL,136345.98,23,Rep_15,2024-09-17,2024-12-02,Website,Technology,62,31359.58
DEAL-5506,Company_1,Contact_290,Negotiation,141804.87,12,Rep_3,2024-02-22,2025-01-15,Website,Finance,42,17016.58
DEAL-5507,Company_50,Contact_73,Closed Lost,36432.89,95,Rep_4,2024-02-13,2024-09-07,Referral,Retail,70,34611.25
DEAL-5508,Company_187,Contact_70,SQL,355261.51,81,Rep_8,2024-10-13,2024-12-04,Event,Logistics,49,287761.82
DEAL-5509,Company_141,Contact_12,Closed Lost,139577.07,53,Rep_7,2024-08-31,2024-06-07,Email Campaign,Retail,33,73975.85
DEAL-5510,Company_15,Contact_252,Proposal,152787.87,40,Rep_6,2024-01-11,2025-04-19,Email Campaign,Healthcare,10,61115.15
DEAL-5511,Company_4,Contact_249,Closed Won,496782.56,23,Rep_12,2024-08-31,2024-03-03,Cold Call,Finance,10,114259.99
DEAL-5512,Company_69,Contact_124,Lead,195977.22,95,Rep_8,2024-12-24,2024-11-01,Cold Call,Manufacturing,46,186178.36
DEAL-5513,Company_93,Contact_261,SQL,257795.12,80,Rep_6,2024-10-02,2024-08-04,Email Campaign,Logistics,32,206236.1
DEAL-5514,Company_91,Contact_195,Closed Lost,196304.18,76,Rep_8,2024-04-11,2024-10-06,Website,Finance,64,149191.18
DEAL-5515,Company_139,Contact_293,Closed Lost,148644.6,49,Rep_14,2024-04-25,2024-11-07,Email Campaign,Retail,57,72835.85
DEAL-5516,Company_35,Contact_276,Proposal,7896.12,7,Rep_15,2024-10-02,2025-01-09,Referral,Healthcare,26,552.73
DEAL-5517,Company_10,Contact_287,Lead,428168.74,65,Rep_4,2024-05-26,2025-05-27,Event,Finance,68,278309.68
DEAL-5518,Company_134,Contact_118,Lead,239211.07,51,Rep_1,2024-09-26,2024-11-29,Referral,Healthcare,51,121997.65
DEAL-5519,Company_179,Contact_190,Opportunity,361345.7,33,Rep_1,2024-12-17,2024-06-19,Website,Technology,79,119244.08
DEAL-5520,Company_34,Contact_51,Closed Lost,479535.06,34,Rep_7,2024-05-28,2024-11-11,Cold Call,Retail,85,163041.92
DEAL-5521,Company_72,Contact_268,Opportunity,6401.51,10,Rep_10,2024-07-28,2024-11-05,Cold Call,Technology,86,640.15
DEAL-5522,Company_125,Contact_96,Closed Lost,339144.61,87,Rep_1,2024-06-28,2025-04-26,Email Campaign,Healthcare,12,295055.81
DEAL-5523,Company_33,Contact_134,Proposal,63727.15,20,Rep_8,2024-07-05,2024-12-01,Partner,Logistics,48,12745.43
DEAL-5524,Company_172,Contact_178,MQL,231692.7,82,Rep_6,2024-01-28,2025-04-27,Event,Technology,3,189988.01
DEAL-5525,Company_45,Contact_236,Proposal,424157.13,97,Rep_14,2024-12-27,2025-01-11,Cold Call,Finance,79,411432.42
DEAL-5526,Company_106,Contact_219,SQL,40390.45,9,Rep_10,2024-07-16,2024-12-04,Event,Manufacturing,63,3635.14
DEAL-5527,Company_68,Contact_286,MQL,494858.68,64,Rep_7,2024-03-25,2024-08-08,Email Campaign,Logistics,24,316709.56
DEAL-5528,Company_133,Contact_214,Negotiation,292513.73,11,Rep_9,2024-07-29,2024-07-03,Referral,Logistics,55,32176.51
DEAL-5529,Company_40,Contact_239,MQL,200521.76,83,Rep_3,2024-05-25,2024-04-18,Website,Technology,50,166433.06
DEAL-5530,Company_20,Contact_172,Closed Lost,14657.58,53,Rep_8,2024-10-27,2024-11-22,Website,Finance,49,7768.52
DEAL-5531,Company_102,Contact_125,Closed Won,295477.42,7,Rep_5,2024-10-05,2025-05-23,Referral,Logistics,49,20683.42
DEAL-5532,Company_173,Contact_274,Closed Won,249970.78,78,Rep_3,2024-05-19,2024-03-07,Event,Retail,88,194977.21
DEAL-5533,Company_126,Contact_113,Lead,111581.92,77,Rep_6,2024-09-17,2025-06-07,Cold Call,Logistics,69,85918.08
DEAL-5534,Company_151,Contact_186,Closed Lost,247771.53,92,Rep_10,2024-01-13,2025-04-23,Cold Call,Technology,36,227949.81
DEAL-5535,Company_87,Contact_88,Opportunity,11330.69,51,Rep_9,2024-12-19,2024-09-30,Cold Call,Technology,69,5778.65
DEAL-5536,Company_28,Contact_145,Negotiation,499741.42,93,Rep_15,2024-07-05,2024-07-31,Referral,Finance,13,464759.52
DEAL-5537,Company_85,Contact_110,MQL,169396.65,68,Rep_5,2024-08-27,2024-12-08,Event,Technology,26,115189.72
DEAL-5538,Company_197,Contact_78,Closed Won,242709.96,54,Rep_11,2024-08-24,2025-04-21,Website,Logistics,11,131063.38
DEAL-5539,Company_156,Contact_246,SQL,393465.19,39,Rep_9,2024-04-24,2024-03-15,Email Campaign,Manufacturing,79,153451.42
DEAL-5540,Company_141,Contact_230,Negotiation,357825.28,32,Rep_14,2024-09-09,2024-10-05,Partner,Healthcare,3,114504.09
DEAL-5541,Company_60,Contact_210,SQL,444836.73,63,Rep_14,2024-05-25,2024-03-23,Partner,Technology,80,280247.14
DEAL-5542,Company_120,Contact_25,Closed Lost,470956.24,75,Rep_11,2024-09-06,2025-01-08,Cold Call,Technology,75,353217.18
DEAL-5543,Company_124,Contact_75,Negotiation,98643.03,8,Rep_7,2024-02-02,2024-04-07,Partner,Finance,85,7891.44
DEAL-5544,Company_131,Contact_66,Opportunity,198247.92,44,Rep_9,2024-02-23,2024-08-02,Referral,Manufacturing,69,87229.08
DEAL-5545,Company_178,Contact_213,Opportunity,344974.41,9,Rep_10,2024-12-04,2025-02-23,Referral,Manufacturing,41,31047.7
DEAL-5546,Company_136,Contact_267,Lead,27287.02,42,Rep_13,2024-09-26,2025-03-02,Cold Call,Retail,73,11460.55
DEAL-5547,Company_45,Contact_114,SQL,359887.73,80,Rep_4,2024-02-17,2024-06-19,Website,Logistics,88,287910.18
DEAL-5548,Company_45,Contact_99,Closed Won,7417.3,70,Rep_14,2024-03-19,2024-11-05,Referral,Logistics,80,5192.11
DEAL-5549,Company_124,Contact_167,Closed Won,457473.8,16,Rep_13,2024-07-18,2024-05-29,Partner,Manufacturing,70,73195.81
DEAL-5550,Company_173,Contact_296,Closed Lost,360493.88,73,Rep_2,2024-01-03,2024-12-14,Event,Technology,69,263160.53
DEAL-5551,Company_189,Contact_111,Lead,284922.09,6,Rep_5,2024-05-26,2024-03-05,Referral,Logistics,59,17095.33
DEAL-5552,Company_122,Contact_84,SQL,217305.98,6,Rep_4,2024-04-29,2025-04-01,Referral,Logistics,80,13038.36
DEAL-5553,Company_106,Contact_156,Closed Won,494072.26,91,Rep_9,2024-02-19,2024-03-12,Cold Call,Retail,39,449605.76
DEAL-5554,Company_163,Contact_274,SQL,369573.31,8,Rep_4,2024-04-19,2024-12-22,Website,Retail,45,29565.86
DEAL-5555,Company_195,Contact_219,MQL,404610.01,30,Rep_5,2024-04-17,2024-09-14,Website,Manufacturing,75,121383.0
DEAL-5556,Company_6,Contact_155,SQL,413565.57,17,Rep_3,2024-01-25,2024-06-17,Partner,Retail,24,70306.15
DEAL-5557,Company_62,Contact_219,Closed Lost,15828.09,60,Rep_2,2024-08-19,2024-11-19,Event,Healthcare,69,9496.85
DEAL-5558,Company_67,Contact_5,Closed Won,32068.77,54,Rep_7,2024-04-09,2024-05-09,Event,Manufacturing,10,17317.14
DEAL-5559,Company_113,Contact_226,Lead,103190.67,84,Rep_5,2024-01-12,2024-12-08,Referral,Manufacturing,53,86680.16
DEAL-5560,Company_59,Contact_30,Closed Won,329332.71,98,Rep_8,2024-01-09,2025-01-08,Partner,Technology,4,322746.06
DEAL-5561,Company_62,Contact_117,Proposal,313854.85,75,Rep_4,2024-12-19,2024-10-10,Referral,Manufacturing,89,235391.14
DEAL-5562,Company_5,Contact_105,Closed Won,165955.96,49,Rep_5,2024-02-13,2024-08-24,Partner,Finance,75,81318.42
DEAL-5563,Company_1,Contact_207,Proposal,486634.39,9,Rep_14,2024-11-28,2024-10-10,Email Campaign,Retail,23,43797.1
DEAL-5564,Company_90,Contact_72,Negotiation,51087.79,92,Rep_13,2024-03-01,2025-06-09,Referral,Technology,14,47000.77
DEAL-5565,Company_199,Contact_72,Proposal,389476.46,58,Rep_4,2024-01-31,2025-03-02,Event,Logistics,58,225896.35
DEAL-5566,Company_59,Contact_265,Negotiation,243034.17,25,Rep_3,2024-07-18,2024-03-03,Cold Call,Manufacturing,81,60758.54
DEAL-5567,Company_48,Contact_143,Closed Won,212322.93,56,Rep_15,2024-11-13,2024-07-20,Referral,Healthcare,29,118900.84
DEAL-5568,Company_53,Contact_222,Proposal,17654.67,42,Rep_11,2024-01-27,2024-03-13,Event,Retail,86,7414.96
DEAL-5569,Company_194,Contact_175,Lead,365260.82,38,Rep_8,2024-04-30,2024-06-24,Event,Retail,41,138799.11
DEAL-5570,Company_133,Contact_186,Lead,386929.88,48,Rep_11,2024-10-02,2025-03-15,Email Campaign,Technology,40,185726.34
DEAL-5571,Company_130,Contact_206,Opportunity,162883.96,76,Rep_4,2024-01-25,2025-04-21,Cold Call,Retail,31,123791.81
DEAL-5572,Company_38,Contact_200,Opportunity,260896.62,20,Rep_7,2024-03-03,2024-10-09,Referral,Manufacturing,25,52179.32
DEAL-5573,Company_180,Contact_273,Closed Won,305188.85,96,Rep_6,2024-04-22,2025-01-30,Cold Call,Finance,30,292981.3
DEAL-5574,Company_40,Contact_235,Lead,186984.4,10,Rep_11,2024-10-22,2024-08-28,Partner,Healthcare,16,18698.44
DEAL-5575,Company_193,Contact_92,Closed Lost,309713.09,18,Rep_3,2024-10-23,2024-10-19,Cold Call,Finance,34,55748.36
DEAL-5576,Company_190,Contact_51,Lead,219892.89,69,Rep_8,2024-09-16,2025-04-08,Partner,Technology,26,151726.09
DEAL-5577,Company_113,Contact_253,Opportunity,439644.58,18,Rep_13,2024-08-31,2024-07-13,Website,Logistics,6,79136.02
DEAL-5578,Company_173,Contact_112,Opportunity,360664.05,78,Rep_3,2024-01-10,2024-08-03,Website,Retail,33,281317.96
DEAL-5579,Company_199,Contact_94,Proposal,59697.49,74,Rep_2,2024-03-28,2024-05-06,Referral,Healthcare,4,44176.14
DEAL-5580,Company_116,Contact_34,Lead,400803.58,45,Rep_13,2024-12-03,2024-06-15,Website,Healthcare,17,180361.61
DEAL-5581,Company_153,Contact_166,Closed Won,172065.29,48,Rep_14,2024-09-20,2024-03-19,Partner,Manufacturing,65,82591.34
DEAL-5582,Company_118,Contact_154,MQL,468106.37,99,Rep_7,2024-03-29,2025-04-02,Cold Call,Technology,3,463425.31
DEAL-5583,Company_105,Contact_248,Closed Won,303668.78,80,Rep_1,2024-09-16,2025-04-20,Website,Retail,28,242935.02
DEAL-5584,Company_67,Contact_224,Proposal,18651.09,65,Rep_9,2024-09-22,2024-09-22,Email Campaign,Finance,61,12123.21
DEAL-5585,Company_131,Contact_217,Closed Lost,368509.54,18,Rep_5,2024-09-28,2024-12-14,Partner,Logistics,2,66331.72
DEAL-5586,Company_54,Contact_162,Closed Lost,69713.51,61,Rep_9,2024-12-24,2024-06-30,Partner,Manufacturing,66,42525.24
DEAL-5587,Company_39,Contact_258,Closed Won,439247.4,8,Rep_3,2024-07-16,2024-03-23,Website,Manufacturing,8,35139.79
DEAL-5588,Company_55,Contact_295,Opportunity,474423.5,28,Rep_13,2024-01-22,2024-11-07,Event,Technology,5,132838.58
DEAL-5589,Company_3,Contact_244,Opportunity,349151.65,71,Rep_11,2024-10-26,2024-05-17,Cold Call,Technology,18,247897.67
DEAL-5590,Company_186,Contact_105,Negotiation,268772.02,43,Rep_10,2024-01-06,2025-04-18,Partner,Healthcare,77,115571.97
DEAL-5591,Company_52,Contact_83,Negotiation,303021.19,99,Rep_8,2024-08-22,2024-07-15,Email Campaign,Healthcare,5,299990.98
DEAL-5592,Company_160,Contact_1,Closed Won,217283.31,94,Rep_4,2024-10-18,2025-02-23,Event,Manufacturing,9,204246.31
DEAL-5593,Company_87,Contact_297,Opportunity,46373.48,14,Rep_15,2024-02-15,2024-07-07,Partner,Manufacturing,85,6492.29
DEAL-5594,Company_68,Contact_220,Opportunity,464777.53,88,Rep_4,2024-10-18,2024-05-01,Partner,Healthcare,55,409004.23
DEAL-5595,Company_46,Contact_281,Lead,167947.33,87,Rep_6,2024-10-23,2024-11-23,Website,Technology,51,146114.18
DEAL-5596,Company_164,Contact_236,MQL,159859.65,15,Rep_14,2024-08-27,2024-05-29,Event,Finance,4,23978.95
DEAL-5597,Company_103,Contact_129,Closed Won,99705.76,41,Rep_1,2024-04-28,2024-09-11,Website,Retail,36,40879.36
DEAL-5598,Company_90,Contact_44,Closed Lost,496242.08,95,Rep_2,2024-03-14,2024-07-21,Partner,Finance,52,471429.98
DEAL-5599,Company_131,Contact_15,Proposal,471569.4,6,Rep_12,2024-09-15,2025-05-04,Email Campaign,Finance,48,28294.16
DEAL-5600,Company_160,Contact_237,SQL,177969.02,10,Rep_6,2024-02-27,2024-10-31,Referral,Finance,47,17796.9
DEAL-5601,Company_131,Contact_91,Lead,133702.66,53,Rep_9,2024-09-04,2025-02-14,Referral,Technology,11,70862.41
DEAL-5602,Company_94,Contact_114,Lead,403657.92,95,Rep_9,2024-03-03,2024-12-12,Partner,Retail,89,383475.02
DEAL-5603,Company_178,Contact_251,Negotiation,214191.97,31,Rep_13,2024-05-02,2025-05-18,Email Campaign,Logistics,63,66399.51
DEAL-5604,Company_179,Contact_144,Negotiation,484055.08,78,Rep_10,2024-07-04,2024-10-01,Referral,Logistics,22,377562.96
DEAL-5605,Company_193,Contact_285,SQL,451102.28,70,Rep_7,2024-02-29,2025-04-25,Event,Logistics,87,315771.6
DEAL-5606,Company_19,Contact_164,MQL,380928.41,18,Rep_9,2024-10-17,2025-05-12,Event,Retail,27,68567.11
DEAL-5607,Company_178,Contact_249,Lead,49512.52,32,Rep_12,2024-09-11,2025-05-23,Website,Manufacturing,12,15844.01
DEAL-5608,Company_39,Contact_38,Negotiation,352553.23,64,Rep_6,2024-01-06,2025-02-02,Referral,Technology,80,225634.07
DEAL-5609,Company_124,Contact_119,Proposal,493690.92,50,Rep_3,2024-11-06,2025-06-21,Partner,Finance,14,246845.46
DEAL-5610,Company_131,Contact_55,SQL,189779.8,27,Rep_8,2024-09-19,2025-02-26,Cold Call,Manufacturing,6,51240.55
DEAL-5611,Company_41,Contact_17,Negotiation,441376.66,24,Rep_15,2024-11-02,2024-07-30,Website,Logistics,56,105930.4
DEAL-5612,Company_2,Contact_297,Closed Won,207030.21,57,Rep_2,2024-08-08,2024-05-16,Email Campaign,Logistics,24,118007.22
DEAL-5613,Company_188,Contact_155,Proposal,485805.38,83,Rep_3,2024-08-17,2024-06-11,Partner,Retail,14,403218.47
